name,stars,address,cadena,tarifa,price,hotel_url
Cadillac,3,"AV A. Guardia S/N e/ F. Varona y F. Vega, S/N Las Tunas",Islazul,Alojamiento y desayuno,"USD45,00",https://www.cuba.travel//Hotel/Detail?propertyNumber=HT;53172&refpoint=La_Habana&iata=HAV&checkIn=20250604&checkOut=20250605&rooms=1&adults=1&children=0&ages=0&currency=USD&tab=info
