name,stars,address,cadena,tarifa,price,hotel_url
Mirador de San Diego,3,"CL Calle 23 final, San Diego de los Baños, 23 Pinar del Río",Islazul,Alojamiento y desayuno,"USD41,00",
Horizontes Rancho San Vicente,3,"CR Puerto Esperanza km. 33, S/N PINAR DEL RIO",Cubanacan,Alojamiento y desayuno,"USD44,00",
Horizontes La Ermita,3,"CR Km 1 ½, Carretera a la Ermita, S/N Viñales",Cubanacan,Alojamiento y desayuno,"USD46,00",
