exp,nights,budget,destino,pso_num_particles,pso_alpha,pso_beta,pso_gamma,pso_fitness,aco_num_ants,aco_evaporation,aco_alpha,aco_beta,aco_gamma,aco_fitness
38,10,241,Santa Maria,18,1.0913873040854698,0.9915677413291099,0.9170449545854203,0.8000107133585168,24,0.738055034342531,0.720005700400978,0.8766808029380676,1.4033134966609544,0.020361797895246503
39,6,332,Matanzas,19,1.1820443147492543,1.1227755603182816,0.6951801249324638,-0.02642066819955885,33,0.22470963624456194,0.4968218187812722,1.1060280383532122,1.397150142865516,0.11140040414169705
40,3,474,Santa Maria,50,0.6558766861237927,1.2142662006754241,1.129857113200783,0.08489349557718107,17,0.27930113609423346,0.8283855715594941,0.5481553909588428,1.623459037481663,0.6058855885510167
41,10,208,Santiago,28,1.0035688092724941,0.8009190460489065,1.1955121446786,0.686500857334781,32,0.4377992366666865,0.5322338488315849,1.176192416412147,1.2915737347562686,0.2753765422447648
42,6,1446,Holguín,47,1.0203497504740735,0.9182684205797724,1.061381828946154,0.458278264880964,49,0.8336016253116076,0.9388926633163547,0.6747711173362407,1.3863362193474045,0.5408467437670165
43,4,988,Cienfuegos,48,1.1571142704130377,1.0781372255481505,0.7647485040388116,0.10286620073517477,42,0.788612907503894,0.8620985514193542,1.2080331744689043,0.9298682741117416,0.5486110190937021
44,5,1216,Camagüey,24,1.2567249299083763,0.44931908212382726,1.2939559879677967,0.46309397737987035,48,0.1639692166655448,0.9976518395875067,1.191715358045921,0.8106328023665723,-0.10858182610912892
45,8,1230,La Habana,34,1.2627314954132125,1.1733943119290264,0.563874192657761,0.24722752370797196,36,0.3213885539813493,1.2882081568188526,0.48963707137332374,1.2221547718078238,1.0280476595624932
46,6,746,Santiago,44,1.3883643061313575,1.1050482183581336,0.5065874755105092,0.2969320874530712,27,0.1635156110699029,0.6177565820868868,1.1179772449846714,1.264266172928442,0.03361752810360419
47,10,464,Santiago,21,0.5201034581820213,1.2329763359605688,1.24692020585741,-0.5930590099879969,41,0.6649882550713679,0.8927337762319196,1.2399106693210584,0.8673555544470222,0.2660265380984062
48,4,548,Matanzas,50,0.7403642670269382,1.7345990556666888,0.5250366773063728,-0.923762049138823,30,0.31440234941434425,0.9726098655814798,0.8632006177036088,1.1641895167149114,0.4148705701340748
49,4,781,Camagüey,25,0.4566511736088856,1.189558397006566,1.3537904293845486,-0.3817758146217134,47,0.5505112828446487,1.2589968871191546,0.9609300084310297,0.7800731044498158,0.7685024956010559
50,10,1062,Santiago,24,1.130929709413272,0.9556929335534644,0.9133773570332635,0.9235801577547293,35,0.523746804110397,0.7829292329120057,1.1001705750092017,1.1169001920787924,0.4244503818731288
51,5,585,La Habana,41,1.2730480451006776,0.9228809945360222,0.8040709603632998,0.45533001780430093,42,0.8731138810649279,0.8803299513622933,1.6161090385440968,0.5035610100936097,0.11336486107371158
52,4,493,Holguín,48,1.068492946273973,1.1004766674038713,0.8310303863221556,-0.05727983957593716,32,0.8264953295979856,0.9303675235990861,0.9462764953479635,1.1233559810529505,0.4330588756083311
53,6,729,La Habana,19,1.589623990520227,0.9413299310878471,0.46904607839192597,1.1155914094828736,45,0.5537641629780493,0.8795863297448732,1.4878109647526734,0.6326027055024535,0.33009423267503957
54,7,421,Santa Maria,39,1.3158596907665863,0.8231810031534001,0.8609593060800136,1.0643321620252695,31,0.45797644146357597,1.5666820578404914,0.8463867704309503,0.5869311717285584,1.361635464734743
55,9,476,La Habana,41,0.9265578197678429,0.6993430400820776,1.3740991401500795,0.21835910508803935,18,0.6857394744119674,1.636271610128391,0.5946912434248295,0.7690371464467793,1.0921745375375973
56,5,637,Camagüey,47,0.6199599706459088,1.09093947372169,1.2891005556324013,-0.602077119149678,40,0.5530520243035685,0.9618376822023826,0.90627145992015,1.1318908578774673,0.45680649208945445
57,4,707,La Habana,35,0.901650491277158,1.1078976341366333,0.9904518745862082,-0.02585134864271116,11,0.7126992212921545,0.7079312840634581,0.629808388693132,1.6622603272434098,0.27787477261382365
58,9,677,Matanzas,48,1.2897201510554381,0.7882682248025134,0.9220116241420484,0.5886736582434278,45,0.635465846001343,0.9300069879810914,0.8469578631330531,1.2230351488858555,0.15566488330242512
59,3,695,Varadero,40,1.4871259813896884,0.6694249560111544,0.8434490625991572,0.5282866842380031,36,0.15894665465114166,0.6840498382043688,1.4690873485794103,0.846862813216221,0.21456786262639488
60,6,1247,Santa Maria,49,0.7121169389241939,0.506652746488612,1.781230314587194,0.0678308342117574,47,0.3263436344725238,0.6964829071074412,1.3406593509181401,0.962857741974419,0.05910854825506495
61,8,244,Matanzas,47,1.0868338043387924,1.0686868630251716,0.8444793326360361,0.8182660561938631,47,0.2335338317047201,1.0642173996871263,1.066941664852148,0.868840935460726,0.11077584915292871
62,5,1127,Santa Maria,36,1.3120360833091005,1.123702696391982,0.5642612202989171,0.2916234327397815,50,0.10461410981749952,0.9753839048359277,1.0121862610355878,1.0124298341284843,0.42149173738786966
63,4,1247,Varadero,32,1.0186837621178182,0.9153832183186502,1.065933019563532,0.6664358513072736,50,0.6754395162152045,0.7137368553101721,0.8739716173712835,1.4122915273185441,0.1931403844414088
64,8,1201,Matanzas,27,0.6935276708115803,1.2003944049894324,1.106077924198987,0.09329736243243175,44,0.22643382884469787,0.7288809231796052,1.3035751800997615,0.9675438967206336,0.22906762525076424
65,5,641,Matanzas,32,0.6178429100003627,1.5562568821113771,0.8259002078882599,-1.0880380072984468,47,0.5656873038620593,1.1611142272815487,0.7066902468846747,1.1321955258337764,0.5788410889788826
66,3,1119,La Habana,31,0.39054400652794075,1.2087884509718794,1.40066754250018,-0.7541615790673597,44,0.34035531567741606,1.2507364270010943,0.7001888622036148,1.049074710795291,0.5813143738142799
67,7,617,Cienfuegos,13,0.612335506938281,1.7440312462584,0.643633246803319,0.43633235364614886,28,0.16828824074870088,0.8598020186197788,0.7399193272702111,1.40027865411001,0.5198599297858292
68,4,864,Holguín,34,1.0225379611969394,0.6279670988771486,1.3494949399259117,0.8864268658738136,45,0.5674836500278347,0.6762976285528661,1.2801015709715833,1.0436008004755508,0.1541756750027467
69,4,1371,Cienfuegos,20,1.454199586074742,1.0456666694329302,0.5001337444923275,0.8361333649048367,47,0.4449499038772009,0.4689521883168067,1.4910654738451896,1.0399823378380035,0.0647373438141236
70,4,1496,Santiago,21,1.1971318658582542,0.61623390887484,1.1866342252669055,1.0409718100499152,34,0.57820476686592,1.5408425770614895,0.6725709041647525,0.7865865187737575,1.2789565612805238
71,4,443,Cienfuegos,41,0.8683228612782199,1.0623865921024043,1.0692905466193758,0.5738467362603978,37,0.5826391339559192,1.2527152762288958,0.8416903882588723,0.9055943355122318,0.4241763002865684
72,5,1220,Cienfuegos,44,1.2926144168659452,0.5630316688486995,1.144353914285355,0.42325403993255567,14,0.574286815580045,0.7509943981599911,1.2452643503551628,1.003741251484846,-0.0012934473634940158
73,6,532,Varadero,30,1.4366118080132544,0.6366466507938191,0.9267415411929265,1.1872427934589989,45,0.42142414269154005,1.0611556920120044,0.7985691143850747,1.140275193602921,0.7450180313734187
74,6,624,Camagüey,34,0.5969432230308609,0.8517638328646282,1.551292944104511,-0.4200496352631994,50,0.16519298043070632,0.9885946666595519,0.8082231953001526,1.2031821380402954,0.5171973512462578
75,7,512,Camagüey,47,1.3886803987355818,0.84352501990526,0.7677945813591582,0.07763534310548842,35,0.12285067754464524,0.4148314134646348,1.3926144621256147,1.1925541244097506,-0.4662414030780596
76,4,472,Holguín,44,0.7315055698230314,1.648914271860576,0.6195801583163925,0.37597666305436417,32,0.11508733215561905,0.7113474347728399,0.8441825606732148,1.4444700045539451,0.30037262346605503
77,5,701,Cienfuegos,39,1.2330450717929355,0.5948171477147737,1.172137780492291,0.5421771089930822,24,0.4143197070219252,0.8576296464312642,1.0851061272473703,1.0572642263213656,0.4959276040154741
78,3,793,Santiago,34,0.5796089314656931,0.7148625669474107,1.705528501586896,-0.8971024744350613,43,0.5168224595572198,0.599313535720234,1.627647271982073,0.7730391922976931,-0.3665579229625173
79,3,1367,Ciego de Ávila,35,1.1150100073781735,1.07212796518611,0.8128620274357164,0.5003851640532719,45,0.11805219633482072,0.9765071047155137,1.3870333030884792,0.6364595921960069,0.38615678820971694
80,10,918,Santiago,48,0.9832933904484811,1.4750212864171615,0.5416853231343574,0.3028813259137925,25,0.5395049413137746,0.8261685797784333,1.1543980828384859,1.0194333373830808,0.05198002531245194
81,4,1199,Santiago,16,0.7248176399555636,0.6507371235883185,1.6244452364561175,0.41227179217820475,11,0.35094560723432033,0.9431551221348096,0.5435363879549227,1.5133084899102678,0.764177563858064
82,5,275,Holguín,15,0.9735638261602199,0.5796744145966869,1.4467617592430932,0.021675426388056918,27,0.12295888012047795,1.068827674792516,1.4925921431668527,0.43858018204063104,0.5585397625987203
83,5,1218,Varadero,50,0.9964525354202961,0.9744751586238055,1.0290723059558984,0.8888117647605954,38,0.7268272964008722,1.1139749459629535,0.5217451347902546,1.364279919246792,0.8187262927693011
84,6,760,Varadero,48,0.46413704680519163,1.008813967394351,1.5270489858004572,-0.7981419141838779,16,0.7199821655678248,1.5250678230662083,0.5991258868562787,0.8758062900775132,1.2984481022695071
85,4,376,La Habana,32,1.742889312953988,0.5852340047756739,0.6718766822703383,1.2785512992319734,38,0.30118327705464837,0.9173412317490637,0.5677811079906611,1.5148776602602751,0.6399601901423532
86,4,1500,Ciego de Ávila,49,1.1747155581610111,0.9962334722642943,0.8290509695746944,0.4909200780887656,48,0.6464459840508086,0.591684221408117,1.4118171654156055,0.9964986131762774,0.016049272133264125
87,9,448,Varadero,48,1.4359843684286397,0.7145475565325161,0.8494680750388443,0.3914658420439386,33,0.19890992380689188,0.9908740804831104,0.8870055885266674,1.1221203309902223,0.3896152259333052
88,10,376,Cienfuegos,13,0.44200545874402153,1.0723312746665603,1.4856632665894183,-0.4984482394891401,31,0.24673878168959745,1.2852353335788687,1.3059357061889698,0.4088289602321614,0.8793951585145939
89,7,958,Ciego de Ávila,24,0.9159768154375167,1.0469394914838266,1.0370836930786569,0.5888856607017414,15,0.3007270354990247,1.0396142124178085,1.045307434762417,0.9150783528197745,0.7399830372194696
90,3,886,Santiago,26,0.7655704517845584,1.3323265644871927,0.902102983728249,0.33293352263497644,47,0.3031183497560746,0.5419521470108558,1.6996808624891229,0.7583669905000214,-0.3301088466538701
91,9,783,La Habana,33,0.3982500864653968,1.3959378417942856,1.2058120717403178,-0.3216259036102487,50,0.18212852168870494,0.8749947561492164,0.9552401167807916,1.1697651270699922,0.3013945294073885
92,7,631,Holguín,24,1.3210604855489831,1.0883497391416626,0.5905897753093543,0.7556690702718855,50,0.3610062346090463,0.5000579304919809,1.6718131779059051,0.8281288916021139,-1.0932236785903306
93,7,1043,Varadero,48,0.9617128159025278,1.1319918110194287,0.9062953730780436,0.6754620131160056,32,0.3620082378612536,1.8304592000820685,0.5233056636839728,0.6462351362339586,1.1073104270827274
94,6,1208,La Habana,41,1.1741015085439985,0.6587796471609099,1.1671188442950917,0.5082017306537066,20,0.5298755833520951,1.059262955483779,1.128291548771704,0.812445495744517,0.7630527636821383
95,7,1114,Santa Maria,27,0.8787813099107656,1.070136944418324,1.0510817456709105,0.28138650880019367,40,0.3147793490696422,1.0399299474287826,1.003393532838086,0.9566765197331311,0.0735584134535745
96,6,498,Santiago,16,1.0070936011146283,1.0729616723532334,0.919944726532138,0.7322362467167411,37,0.7155670776292348,1.6642692254024238,0.6480205453812943,0.6877102292162817,1.0626549451856255
97,6,1217,Cienfuegos,46,1.1527318333383578,1.291041998144976,0.556226168516666,0.158538393755095,31,0.4854120337636143,1.5931660455872325,0.8368214716488878,0.5700124827638797,1.0784028040520781
98,8,864,Holguín,39,0.9998993792993828,0.8788653188058523,1.1212353018947652,0.3242982720857509,46,0.10630698321423032,1.4629121804703864,0.8267543494197912,0.7103334701098228,1.30301243816502
99,8,1156,Cienfuegos,31,0.815610218843487,1.105847205461053,1.0785425756954599,-0.2933209463748062,33,0.781714351512884,0.8903818462019075,0.6802132412027851,1.429404912595307,0.49317637912438717
100,9,450,La Habana,44,1.0228187404941649,0.9232335752629981,1.0539476842428372,0.11277421630635243,27,0.37813083470959763,1.0132555125281277,0.9976983065577782,0.9890461809140942,0.4159647832011314
